1,2,3,4,5,6,7,8,9,x velocity y velocity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
0.4444444444444444,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1000010000
